indicator_id,YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
518,2014,2014,Nevada,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,71.1
3623,2009,2013,Vermont,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",51.1
8694,2008,2012,Nevada,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",2
4454,2014,2014,Wyoming,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,
4481,2011,2011,Louisiana,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
4491,2015,2015,Puerto Rico,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",
954,2016,2016,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,7.4
2896,2018,2018,California,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,27.5
8514,2013,2013,United States,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,42.4
1797,2012,2012,District of Columbia,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",366.9
1133,2013,2013,Maryland,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",64.9
6362,2014,2014,Washington,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,38.8
8023,2013,2013,Kansas,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,63.7
351,2016,2016,Indiana,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
9997,2013,2013,Indiana,Alcohol,Heavy drinking among women aged 18-44 years,%,
2081,2010,2010,Georgia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",75.47
1614,2015,2015,Alaska,Overarching Conditions,Premature mortality among adults aged 45-64 years,Number,
8536,2016,2016,New York,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,72.6
1227,2010,2010,Tennessee,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",153.3
1985,2014,2014,Virgin Islands,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
5633,2014,2014,Maine,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
3852,2016,2016,Oklahoma,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",184.4
1449,2011,2011,California,Overarching Conditions,Premature mortality among adults aged 45-64 years,,5515
4907,2015,2015,Kentucky,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",40.0
6682,2011,2011,Missouri,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,23.2
1438,2011,2015,New York,Cancer,"Cancer of the female cervix, mortality",,146
7457,2014,2014,District of Columbia,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,83.3
7871,2012,2012,Puerto Rico,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,28.3
2089,2011,2011,Rhode Island,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,59.9
1561,2011,2011,Guam,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,19.9
6033,2011,2011,Iowa,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,5.6
5119,2010,2014,Utah,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",9.8
9658,2013,2013,Florida,Asthma,Hospitalizations for asthma,"cases per 10,000",14.68
6834,2016,2016,Florida,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,38.7
9028,2013,2013,Kansas,Tobacco,Current smokeless tobacco use among youth,%,8.1
4001,2011,2011,Arizona,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
5420,2015,2015,Vermont,Cancer,Mammography use among women aged 50-74 years,%,
8901,2015,2015,New Jersey,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,37.6
2558,2013,2013,Puerto Rico,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,
8496,2018,2018,Colorado,Alcohol,Heavy drinking among adults aged >= 18 years,%,8.3
9924,2012,2012,Illinois,Chronic Kidney Disease,Mortality with end-stage renal disease,,480
5661,2017,2017,Alaska,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,12.7
2881,2014,2014,Rhode Island,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,110
3736,2018,2018,Connecticut,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.8
6339,2013,2013,California,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,37.9
9444,2015,2015,Pennsylvania,Diabetes,Hospitalization with diabetes as a listed diagnosis,"cases per 10,000",
9643,2015,2015,Kentucky,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,6057
3832,2010,2014,Maryland,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",6.3
6941,2011,2015,Vermont,Cancer,"Melanoma, mortality","per 100,000",3.5
4257,2008,2012,Tennessee,Cancer,"Invasive cancer of the cervix, incidence",,9
708,2018,2018,California,Cancer,Mammography use among women aged 50-74 years,%,81.2
7003,2014,2014,District of Columbia,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,51.6
5668,2012,2012,Oregon,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.7
1701,2011,2015,Colorado,Cancer,"Invasive melanoma, incidence",,1215
2673,2012,2012,Alabama,Oral Health,No tooth loss among adults aged 18-64 years,%,56.8
4542,2011,2011,Virginia,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,
9938,2013,2013,North Dakota,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,
1400,2017,2017,Arkansas,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
2231,2012,2016,Oklahoma,Cancer,"Cancer of the lung and bronchus, mortality",,15
3494,2012,2016,California,Cancer,"Invasive melanoma, incidence","per 100,000",3.4
5639,2014,2014,Nevada,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",298.7
8983,2014,2014,North Carolina,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,25.4
8971,2016,2016,Pennsylvania,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",127.9
8511,2015,2015,South Dakota,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",3.87
3762,2016,2016,Pennsylvania,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,
5970,2015,2015,California,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,
5965,2011,2011,Indiana,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,6.2
760,2016,2016,Connecticut,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",39.2
8437,2013,2013,Vermont,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",%,100
4675,2015,2015,South Carolina,Disability,Disability among adults aged >= 65 years,%,37.4
5744,2017,2017,Oregon,Alcohol,Chronic liver disease mortality,Number,564
5413,2017,2017,Missouri,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,%,
5775,2014,2014,Maine,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,52.6
967,2009,2013,Connecticut,Cancer,"Invasive cancer (all sites combined), mortality",,3404
5845,2010,2010,Alaska,Cardiovascular Disease,Mortality from coronary heart disease,,290
8625,2014,2014,Delaware,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,Yes
2297,2010,2014,Florida,Cancer,"Invasive cancer (all sites combined), mortality",,50
2227,2013,2013,Delaware,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,36.3
1383,2012,2016,Illinois,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",
3917,2011,2011,Washington,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
4880,2008,2012,Maryland,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",65.2
1586,2013,2013,Nevada,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
1602,2015,2015,New York,Asthma,Hospitalizations for asthma,"cases per 10,000",
53,2016,2016,North Dakota,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
7344,2016,2016,Indiana,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
7199,2011,2011,Montana,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",
7267,2012,2012,Vermont,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,
3491,2012,2012,Delaware,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,44.4
2326,2014,2014,Vermont,Asthma,Emergency department visit rate for asthma,"cases per 10,000",102.07
3301,2013,2013,Montana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.4
1470,2013,2013,North Carolina,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,63
7849,2012,2012,Montana,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,
864,2017,2017,Louisiana,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",219.0
1562,2014,2014,Nevada,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,27.4
3734,2009,2013,South Carolina,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",18.6
749,2011,2015,United States,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,24723
1943,2016,2016,South Dakota,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,73.7
2506,2015,2015,Iowa,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,76.4
1949,2014,2014,Washington,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",
4793,2015,2015,Colorado,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,42.4
4834,2017,2017,New Jersey,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,32.1
1221,2012,2012,Virgin Islands,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,
2639,2018,2018,Colorado,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,13.6
5503,2018,2018,Mississippi,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,
1623,2018,2018,Arizona,Alcohol,Heavy drinking among women aged 18-44 years,%,
8679,2016,2016,Arkansas,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,
3833,2016,2016,Colorado,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,12.9
6049,2011,2011,Michigan,Asthma,Asthma prevalence among women aged 18-44 years,%,
4969,2015,2015,Nebraska,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,19.5
1413,2014,2014,Nevada,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,41.3
6241,2014,2014,Illinois,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,
9846,2010,2010,Kentucky,Asthma,Asthma mortality rate,,
4808,2015,2015,Vermont,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,13.8
5607,2008,2012,Louisiana,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",21.9
5655,2012,2012,Pennsylvania,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
22,2014,2014,Wisconsin,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,38.7
2182,2011,2011,Nebraska,Cardiovascular Disease,Pre-pregnancy hypertension,%,
5707,2011,2011,Nevada,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,
3471,2016,2016,Connecticut,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,76.4
5580,2015,2015,Virginia,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",68.5
8230,2015,2015,Louisiana,Asthma,Emergency department visit rate for asthma,,
5266,2012,2012,Ohio,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
5839,2015,2015,Washington,Asthma,Asthma prevalence among women aged 18-44 years,%,13.6
8473,2016,2016,Massachusetts,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,7.8
4941,2015,2015,Virginia,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,37.2
8246,2010,2014,California,Cancer,"Invasive cancer of the female breast, incidence","per 100,000",96.9
2194,2013,2013,Nebraska,Arthritis,Arthritis among adults aged >= 18 years,%,31.8
4775,2015,2015,Virgin Islands,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,
